Name,Smiles,solv_dip,G_solv,HOMO_solv,LUMO_solv,C_charges,O_charges,Most_neg,Most_pos,Het_charges,SASA,LsoluHsolv,LsolvHsolu,Volume,MW,DeltaG_sol,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,logS
DF-2628_water.log,CC(C)C[C@H](NC(=O)c1ncnc2[nH]ccc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.3177,0.211066,-0.35217,-0.04581,0.1849789999999999,-1.788119,-0.655017,0.603393,-5.151697,634.7479248046875,0.39936,0.50088,419.084,411.2044158487295,0.003748,12.867305366591081,-0.838229875283447,12.867305366591081,0.10109888425503333,0.49991819798794745,411.4660000000002,386.26600000000013,411.20188766000007,158,0,0.27086293660184957,-0.3558373943158056,0.3558373943158056,0.27086293660184957,1.3333333333333333,2.1333333333333333,2.8,16.15954381792432,9.976542748984109,2.3018266034098405,-2.222055727174479,2.1683694572480032,-2.501383811206623,6.046178136519138,-0.12508304056945033,1.7008747298477802,978.1805640495417,21.67299762850792,16.936264666965037,16.936264666965037,14.384249150759292,9.953145265228919,9.953145265228919,7.8204271806142325,7.8204271806142325,5.053326792450963,5.053326792450963,3.5535135484223637,3.5535135484223637,-3.480000000000001,6235905.47451032,21.234195790852706,9.345073647712999,4.917514688489177,173.3916150145869,20.9343443329662,29.75210694867665,0.0,11.814359458703011,5.907179729351506,0.0,14.383611552215466,9.967957041894417,5.261891554738487,0.0,13.847474399381248,31.246737983401033,18.659506023687044,11.45544552725707,14.383611552215466,28.754940623287037,5.261891554738487,30.902301374860617,11.835812092322787,45.193620926455196,6.544756405912575,24.284458709687687,0.0,6.069221312792274,15.950365812018994,0.0,0.0,0.0,51.30191281510463,9.589074368143644,23.166924959853546,43.59840444707956,18.59053071483923,0.0,11.033401435232523,0.0,152.66,23.898041116998932,19.645503106953953,0.0,29.85774143944876,30.41980108699712,0.0,6.3273200747645415,12.263210640074686,19.91669571217352,30.902301374860617,0.0,0.0,0.0,48.483428401065765,18.126418642343484,0.6959832029824895,-1.222665752648651,2.0895573550907445,4.2097907168401605,4.450820767659346,0.0,0.5,30,4,10,0,1,1,0,2,2,6,4,10,8,0,1,1,3,0.6369800000000005,107.87530000000005,0,0,0,0,0,3,1,0,0,0,3,3,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.861466524000001
DF-2641_water.log,CCCCN(C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.1274,0.134324,-0.35461,0.01532,-1.2801159999999996,-1.943141,-0.678576,0.707833,-4.517631,647.4375610351562,0.46049,0.50332,527.747,379.2606696322793,-0.109508,12.679444365709246,-0.7539488215574981,12.679444365709246,0.07492489484303211,0.5317653983416196,379.50500000000017,346.2410000000001,379.258339916,152,0,0.31728589800171686,-0.3558373943158056,0.3558373943158056,0.31728589800171686,1.3703703703703705,2.074074074074074,2.5925925925925926,16.169887581453434,9.977640694751296,2.29916729579304,-2.251219621542937,2.160211736741263,-2.5258284103699307,5.871873551850641,-0.1250863262371422,2.6773150644088743,558.0386015453489,20.396976746569027,16.878320607455844,16.878320607455844,12.777294663077209,9.773005228165003,9.773005228165003,7.609335660598674,7.609335660598674,4.670444880945096,4.670444880945096,3.0296437842436976,3.0296437842436976,-2.3000000000000003,669961.0719144677,22.740485829959514,11.421011138231908,7.85208718839927,161.58894413606677,20.85027554286947,12.083681658295921,0.0,11.814359458703011,0.0,6.031114512338072,9.589074368143644,4.794537184071822,5.261891554738487,0.0,27.19203322199788,31.60119253786543,26.055090840663734,6.069221312792274,14.383611552215466,17.845473971041084,5.261891554738487,20.85027554286947,11.835812092322787,64.95900137199784,20.13718479450234,0.0,0.0,6.069221312792274,15.950365812018994,4.794537184071822,0.0,0.0,54.96625015468982,9.589074368143644,23.166924959853546,52.87531971370193,0.0,0.0,0.0,0.0,114.33000000000001,12.083681658295921,19.645503106953953,0.0,36.10210768628988,25.93115605767717,12.841643245852019,0.0,11.947581713527669,20.771211599071872,22.019587124811267,0.0,0.0,0.0,38.28464357337813,17.56203264735243,0.0,-0.5172330426256362,0.29224721511653273,3.2980019679489656,7.213124857085099,1.7005161150778032,0.7894736842105263,27,3,8,0,1,1,0,0,0,4,3,8,10,0,1,1,1,1.3771800000000012,102.59010000000006,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.457195311999993
DF-2642_water.log,Cc1csc(C(C)(O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)n1,10.0135,0.093488,-0.34716,-0.03503,-0.9757290000000004,-2.443827,-0.658982,0.594752,-4.689577,629.5751342773438,0.41014,0.49587,379.554,435.1967032228487,-0.076231,12.83424695032334,-1.8839265253979365,12.83424695032334,0.07801091269841232,0.4499138271640652,435.5500000000002,406.31800000000015,435.1940254080001,164,0,0.2589898924975785,-0.3737000502782031,0.3737000502782031,0.2589898924975785,1.4666666666666666,2.1666666666666665,2.6666666666666665,32.1334824111319,9.972542673990109,2.381067233732532,-2.261847525873931,2.2472859395162033,-2.539753218779925,7.095136331197358,-0.1418855482281989,2.0746850085626116,829.4083217115988,22.474327015758654,17.689812419049648,18.50630899997737,14.038949689138542,9.978172221183875,10.85782503243877,8.224451802700953,9.08255465455897,4.961879307654735,6.132862742806611,3.247030328088869,4.100796280591158,-2.5100000000000002,3261972.4501297367,23.765872230944183,9.998497896591305,5.997036116370521,179.8105654466882,21.056893206859698,17.091305355148688,5.601050810983688,11.814359458703011,5.907179729351506,0.0,14.383611552215466,4.9839785209472085,5.261891554738487,11.336785877934737,13.847474399381248,39.02784531432067,23.536653217388345,6.069221312792274,19.49013894705617,29.05832506598925,5.261891554738487,20.9343443329662,11.835812092322787,64.64214613682013,6.544756405912575,16.081614462167142,0.0,6.069221312792274,15.950365812018994,0.0,0.0,11.336785877934737,46.44048316805093,19.984662363199153,30.090662159544173,50.73522815955113,5.380062770465915,0.0,0.0,0.0,144.20999999999998,29.499091927982622,24.752030501794657,0.0,29.17143714145307,25.080327646613057,11.336785877934737,6.923737199690624,12.30379997015654,19.91669571217352,20.9343443329662,0.0,0.0,1.1629791006149368,41.51875723541135,30.017222688525514,-1.1965560512847953,-1.6138972720331985,0.23907436483036237,1.160991265972032,7.4614286679638,0.0,0.65,30,4,9,0,1,1,0,1,1,7,4,10,9,0,1,1,2,0.7245000000000004,111.08490000000005,0,1,0,0,0,1,0,0,0,0,3,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.4347153799999983
DF-264_water.log,CC(C)C[C@H](NC(=O)C1(N)CC1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.2161,0.141964,-0.35714,0.0138,-0.6668780000000001,-1.909228,-0.707354,0.614395,-4.590846,571.8494873046875,0.45897,0.50585,401.479,349.21353506588423,-0.0165809999999999,12.56786753590325,-0.8550839328053437,12.56786753590325,0.08301933042373144,0.4699353475531138,349.4350000000001,322.21900000000005,349.211389724,138,0,0.2431209666354264,-0.3558373943158056,0.3558373943158056,0.2431209666354264,1.4,2.08,2.56,16.160726771885027,9.975912934314982,2.466143561159676,-2.234617602213486,2.319743121397736,-2.54163557334524,5.935016956474693,-0.13042319561507104,1.9505496071439006,579.3226183432776,18.61251969619286,14.801350499958964,14.801350499958964,11.747037904685198,8.82463220349304,8.82463220349304,7.514337854658178,7.514337854658178,4.72517306213327,4.72517306213327,2.9372771779333147,2.9372771779333147,-2.14,360602.9487723663,19.188263009494474,7.827516652957211,5.164305450436754,147.43328578055366,21.684033289181176,12.083681658295921,0.0,17.721539188054518,0.0,0.0,14.383611552215466,0.0,5.261891554738487,0.0,13.847474399381248,38.02201416079144,12.462662452073968,11.60814656517562,14.383611552215466,17.721539188054518,5.261891554738487,15.950365812018994,17.56947956948497,63.57418942469057,6.544756405912575,0.0,0.0,6.069221312792274,21.684033289181176,0.0,0.0,0.0,41.88890250464636,14.383611552215466,23.166924959853546,45.95158251401131,0.0,0.0,0.0,0.0,137.10999999999999,23.52978664003077,19.645503106953953,0.0,30.070993173951805,32.22804289761661,0.0,0.0,0.0,19.91669571217352,15.950365812018994,5.733667477162185,0.0,0.0,36.38377484344927,17.400501629753524,5.025321729153348,-0.8883697020538648,0.5374399644116901,2.625618452940558,4.499046415678811,0.0,0.7647058823529411,25,5,8,1,1,2,0,0,0,5,4,8,8,1,1,2,2,-0.4568199999999973,90.81550000000004,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8690655539999945
DF-2658_water.log,CC(C)C[C@H](NC(=O)c1cc2cccnc2[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.0632,0.212073,-0.34948,-0.04168,-0.3833270000000003,-1.878117,-0.6561,0.613399,-4.683795,643.2734375,0.40349,0.49819,470.934,410.20915973530686,0.086734,12.842234504913076,-0.8008092403628118,12.842234504913076,0.09356223823187393,0.5183496253014063,410.47800000000024,384.27000000000015,410.206638692,158,0,0.2679234783145194,-0.3558373943158056,0.3558373943158056,0.2679234783145194,1.3666666666666667,2.1666666666666665,2.8,16.15952198242195,9.976814071066862,2.2996508299595906,-2.220492609554775,2.166897493623039,-2.5004846704356196,5.992353368621672,-0.12508324841947427,1.6712567140467545,943.5221695190113,21.67299762850792,17.066401340654703,17.066401340654703,14.367412398353684,10.093348045659924,10.093348045659924,7.982447306977421,7.982447306977421,5.120746644558193,5.120746644558193,3.589683404677072,3.589683404677072,-3.410000000000001,6061325.21497084,21.30250119741161,9.391808760545445,5.141423221870173,174.1719670336404,20.9343443329662,23.42478687391211,0.0,11.814359458703011,5.907179729351506,0.0,14.383611552215466,4.9839785209472085,5.261891554738487,0.0,13.847474399381248,43.37947212032425,24.045730238151844,6.069221312792274,14.383611552215466,28.754940623287037,5.261891554738487,25.91832285391341,11.835812092322787,45.193620926455196,6.544756405912575,30.089872771846366,0.0,6.069221312792274,15.950365812018994,0.0,0.0,0.0,46.317934294157425,9.589074368143644,23.166924959853546,43.59840444707956,24.395944776997908,0.0,11.033401435232523,0.0,139.76999999999998,23.898041116998932,19.645503106953953,0.0,24.1638134446003,30.727504867380784,5.386224214464796,0.0,18.3295777085363,19.913841467842857,31.987544166705682,0.0,0.0,0.0,44.445250001316296,18.402092021118825,0.8996406103898964,-1.0868638997912496,5.749893803912979,2.942315272470291,4.481005523916294,0.0,0.47619047619047616,30,4,9,0,1,1,0,2,2,5,4,9,8,0,1,1,3,1.2419799999999999,110.08030000000005,0,0,0,0,0,2,1,0,0,0,3,3,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.266312311999999
DF-2714_water.log,COc1ncc(Cl)cc1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.1852,0.086164,-0.3613,-0.04295,-0.107547,-2.1989910000000004,-0.634924,0.640191,-4.765428,648.5882568359375,0.40222,0.5100100000000001,369.348,435.1700030588413,-0.1536779999999999,12.841106448237731,-0.8801459750566896,12.841106448237731,0.08588174615321176,0.5368217711967515,435.9120000000002,409.7040000000002,435.167331992,162,0,0.25697441207914556,-0.480419111586667,0.480419111586667,0.25697441207914556,1.4333333333333333,2.1666666666666665,2.7333333333333334,35.495691916219116,9.97623075614146,2.3026472606669106,-2.225597607212826,2.200426159432298,-2.500556805379687,6.304529073524278,-0.12508304346895088,2.1087475336700003,838.9759984958133,22.258784066134826,17.197913565748543,17.953842511766997,14.243621158265995,9.728036051193667,10.106000524202894,7.568571464486089,8.005007244958074,4.740031938697247,4.9467308911100965,3.2616269053930074,3.41953085415843,-2.8600000000000003,3650673.61110839,23.419241421080205,10.784362741194235,6.321609034306358,180.06289565167606,20.68722876581904,17.647133149992918,0.0,17.69434779513838,5.907179729351506,0.0,14.383611552215466,4.9839785209472085,5.261891554738487,0.0,25.448414289613762,31.246737983401033,18.659506023687044,18.201652167811133,19.120474506015512,29.32247907828703,5.261891554738487,20.9343443329662,11.835812092322787,45.193620926455196,13.65455394719011,22.849295445513008,0.0,11.949209649227644,20.68722876581904,0.0,5.879988336435371,11.600939890232516,48.44375331448775,9.589074368143644,23.166924959853546,43.4679279439281,12.263210640074686,5.022633313741326,0.0,0.0,133.20999999999998,23.898041116998932,19.645503106953953,0.0,40.629886586473994,19.386399651764595,0.0,19.37300818135222,0.0,19.91669571217352,20.9343443329662,16.337802844032566,5.098935072768669,5.935686589694976,41.32622521673808,17.718339325786022,0.10279260081749286,-1.2929751742427822,1.7206093280083172,2.5606816438123676,4.397153781579356,1.3769960594819417,0.55,30,3,9,0,1,1,0,1,1,6,3,10,9,0,1,1,2,1.42268,109.78560000000004,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.1496777180000004
DF-2719_water.log,CC(C)C[C@H](NC(=O)c1ccc2[nH]nnc2c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.4338,0.240401,-0.36127,-0.04443,-0.439432,-1.876926,-0.652794,0.616411,-4.485689,619.669189453125,0.40074,0.50998,435.962,411.2044158487295,0.128212,12.836345479549845,-0.8067032785336357,12.836345479549845,0.09742549627844865,0.49991819798794745,411.46600000000024,386.2660000000002,411.20188766000007,158,0,0.2515097131953533,-0.3558373943158056,0.3558373943158056,0.2515097131953533,1.3333333333333333,2.1333333333333333,2.8,16.159233304564925,9.975984424877224,2.2984294777043432,-2.223195633687908,2.1654211909254695,-2.49990741175563,5.993402827591746,-0.12508224360570533,1.6690572439407771,978.1805640495417,21.67299762850792,16.936264666965037,16.936264666965037,14.367412398353684,9.964097754924223,9.964097754924223,7.901930252711631,7.901930252711631,5.072397002607365,5.072397002607365,3.498048307060942,3.498048307060942,-3.4800000000000004,6139660.762151858,21.234195790852706,9.345073647712999,5.110264650283554,173.32852215139638,15.950365812018994,17.600382375912183,0.0,11.814359458703011,5.907179729351506,0.0,19.4822933605165,0.0,5.261891554738487,5.098681808301038,19.060859495036116,43.37947212032425,18.026113943770966,11.585922030408536,14.383611552215466,28.75494062328704,5.261891554738487,31.361114524275933,11.835812092322787,45.193620926455196,6.544756405912575,23.762552697081826,0.0,6.069221312792274,15.950365812018994,0.0,0.0,0.0,51.76072596451995,9.589074368143644,23.166924959853546,43.46792794392809,18.19910120538483,0.0,11.033401435232523,0.0,152.66,23.898041116998932,19.645503106953953,0.0,24.1638134446003,35.98325257869411,0.0,0.0,18.19910120538483,19.91669571217352,31.361114524275933,0.0,0.0,0.0,37.31733797681642,27.88841152085002,1.6112471956141488,-1.1007670574636932,5.350045559950793,1.3002509388474461,4.466807198718205,0.0,0.5,30,4,10,0,1,1,1,1,2,6,4,10,8,0,1,1,3,0.6369800000000005,107.87530000000005,0,0,0,0,0,3,1,0,0,0,3,3,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.852090048
DF-2724_water.log,CC(C)C[C@H](NC(=O)c1ccc2sccc2c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.8292,0.190378,-0.33024,-0.03788,-1.085681,-1.8863950000000005,-0.654983,0.613197,-3.810894,644.7886962890625,0.40729,0.47895,436.075,426.175177807567,-0.084595,12.865357825228857,-0.7777122310509761,12.865357825228857,0.08300493515459073,0.6023109623651944,426.54200000000026,400.3340000000002,426.17256169200004,158,0,0.2514502091208572,-0.3558373943158056,0.3558373943158056,0.2514502091208572,1.3,2.1,2.7666666666666666,32.13344597424951,9.975882535136158,2.298148732762811,-2.223612066635454,2.2178493262464185,-2.4998789718031933,7.167028573861961,-0.12508223526403875,1.6690572439407771,978.1631147916717,21.67299762850792,17.104786304808236,17.921282885735963,14.367412398353684,10.128719032979857,11.008371844234754,8.031404439920843,8.979098632919714,5.19887455965849,6.096759004203582,3.623049578667877,4.393967076370112,-2.9200000000000004,6139660.762151858,21.780860312300746,9.72079493405415,5.361651057925771,179.3835219020911,15.950365812018994,12.083681658295921,0.0,11.814359458703011,5.907179729351506,0.0,14.383611552215466,0.0,5.261891554738487,11.336785877934737,13.847474399381248,60.212126173716584,22.72603386024007,6.069221312792274,14.383611552215466,39.144469196923154,5.261891554738487,15.950365812018994,11.835812092322787,45.193620926455196,6.544756405912575,35.20898253600935,0.0,6.069221312792274,15.950365812018994,0.0,0.0,11.336785877934737,36.34997725226302,9.589074368143644,23.166924959853546,43.46792794392809,29.645531044312353,0.0,10.086144130933896,0.0,111.09,17.990861387647428,19.645503106953953,0.0,30.070993173951805,24.94985114346159,10.086144130933896,0.0,17.403152946396347,37.426638375231995,22.019587124811267,0.0,1.0933658444835115,1.6023550840547385,37.42065115393912,20.656564608952568,0.4878851934100854,-0.9180303452939835,7.926299102269764,1.3707111685425388,4.52686485630833,0.0,0.45454545454545453,30,3,7,0,1,1,1,1,2,5,3,8,8,0,1,1,3,2.58038,115.81160000000006,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.642562787999997
DF-2731_water.log,CCN(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C1CCCNC1,6.8402,0.201712,-0.34289,0.01456,-1.2517270000000005,-1.934743,-0.668496,0.717913,-5.129345,660.7278442382812,0.45973,0.4916,492.285,420.2874716419653,-0.0133369999999999,12.935996018037866,-0.7613546559961606,12.935996018037866,0.07295260643842583,0.43717859852611074,420.5580000000003,384.27000000000015,420.284889012,168,0,0.31783478615936994,-0.3558373943158056,0.3558373943158056,0.31783478615936994,1.2666666666666666,2.033333333333333,2.566666666666667,16.17058146507226,9.977222203803441,2.3144151557483643,-2.348281011797714,2.1656112082541115,-2.5679759577588803,5.873895438192281,-0.12510212298450105,1.9953886268249261,641.1431829667969,22.095647359318296,18.369884439018563,18.369884439018563,14.349774308148643,11.107593884526478,11.107593884526478,8.620418481899021,8.620418481899021,5.78985576690093,5.78985576690093,4.172612911235739,4.172612911235739,-2.3400000000000003,4233885.415378329,23.93426492179895,11.744911530583927,6.869651734757795,178.8628593949388,26.1670641468758,12.083681658295921,0.0,11.814359458703011,0.0,6.031114512338072,9.589074368143644,4.794537184071822,5.261891554738487,0.0,13.847474399381248,51.490507766394636,31.59401609304708,6.069221312792274,14.383611552215466,17.845473971041084,5.261891554738487,26.1670641468758,11.835812092322787,71.00084220114582,26.1790256236503,0.0,0.0,6.069221312792274,21.267154416025324,4.794537184071822,0.0,0.0,67.04993181298573,9.589074368143644,23.166924959853546,52.87531971370193,0.0,0.0,0.0,0.0,126.36000000000001,12.083681658295921,19.645503106953953,0.0,42.143948515437835,25.93115605767717,25.93115605767717,0.0,4.899909730850478,20.771211599071872,27.336375728817597,0.0,0.0,0.0,39.42265125467222,21.150587131193433,0.0,-0.5211739310565482,0.45369255714223145,3.378464477464852,8.782445177250477,0.0,0.8095238095238095,30,4,9,0,2,2,0,0,0,5,4,9,9,0,2,2,2,0.719180000000003,113.32380000000008,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.1986283339999955
DF-2741_water.log,CC(C)C[C@H](NC(=O)N1CCCC1=O)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.1549,0.031078,-0.36115,0.00507,0.0676750000000001,-2.452559,-0.677771,0.780993,-5.118089,591.7461547851562,0.45024,0.50986,419.474,377.2086170274184,-0.199922,12.65428335222978,-0.848005007558579,12.65428335222978,0.1073352165577992,0.5858323118886862,377.44500000000016,350.2290000000001,377.20630434400005,148,0,0.3242380218077641,-0.3558373943158056,0.3558373943158056,0.3242380218077641,1.3333333333333333,2.074074074074074,2.5925925925925926,16.18855083217511,9.977651955764838,2.3224062553827007,-2.242265151093928,2.1644363028626388,-2.5327169500071283,5.973638240690533,-0.12640677921802213,1.974934937427199,642.1534655414009,19.974327015758654,15.786568897919707,15.786568897919707,12.811769505687858,9.39996918505368,9.39996918505368,7.48315692193862,7.48315692193862,4.79523862164292,4.79523862164292,3.363398899086855,3.363398899086855,-2.63,989395.6621048874,20.679118386469142,9.34803997627888,5.6739945253397375,158.3796929681847,15.950365812018994,12.083681658295921,0.0,17.721539188054518,0.0,6.031114512338072,19.28352128306594,4.794537184071822,5.261891554738487,0.0,13.847474399381248,31.60119253786543,25.428240480912553,6.069221312792274,19.178148736287287,23.75265370039259,5.261891554738487,20.85027554286947,11.835812092322787,58.03526417230722,13.08951281182515,0.0,0.0,6.069221312792274,15.950365812018994,4.794537184071822,0.0,0.0,53.825757901364135,14.383611552215466,23.166924959853546,45.95158251401131,0.0,0.0,0.0,0.0,131.4,24.0219758999855,24.440040291025774,0.0,30.070993173951805,38.77279930352919,4.899909730850478,0.0,0.0,19.91669571217352,15.950365812018994,0.0,0.0,0.0,49.50325485775109,17.29127447007088,0.0,-1.0112335684197147,-0.2281787761400853,2.194929479207527,4.749953537530302,0.0,0.7222222222222222,27,3,9,0,2,2,0,0,0,5,3,9,7,0,2,2,2,0.26768000000000175,95.99910000000006,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.914642969999995
