Name,Smiles,solv_dip,G_solv,HOMO_solv,LUMO_solv,C_charges,O_charges,Most_neg,Most_pos,Het_charges,SASA,LsoluHsolv,LsolvHsolu,Volume,MW,DeltaG_sol
DF-1022_water.log,CC(C)C[C@H](NC(=O)C1OC(O)C(O)C(O)C1O)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.2805,-0.211317,-0.36902,0.00671,0.3692199999999999,-4.615156,-0.683849,0.603231,-6.685044,626.7257080078125,0.45188,0.51773,515.698,442.2090762967869,-0.02853900000000001
DF-1042_water.log,CC(C)C[C@H](NC(=O)Cc1ccc2ccccc2n1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.6059,0.227093,-0.35231,-0.03796,-1.1033069999999998,-1.8792140000000002,-0.686296,0.628719,-4.376875,622.2669067382812,0.40721,0.50102,452.288,435.2297134256159,-0.026123000000000007
DF-1048_water.log,CC(C)C[C@H](NC(=O)NC(C)c1ccc(F)cc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,8.4193,0.10841,-0.35617,-0.01412,-0.874897,-1.865818,-0.656867,0.734778,-4.839552,641.2481079101562,0.43105,0.50488,388.849,431.2359188934843,-0.023339
DF-1093_water.log,CSCCC(N)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.11,0.139641,-0.33057,-0.00342,-1.511438,-1.8633889999999997,-0.711987,0.636941,-4.760384999999999,628.6912841796875,0.44175000000000003,0.47928,431.563,411.23293602391647,-0.02828900000000001
DF-1123_water.log,CC(=O)NC(CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.6829,-0.025983,-0.3683,0.01287,-0.0020799999999997487,-3.193418,-0.70505,0.659846,-6.49621,678.2017211914062,0.45804,0.51701,487.402,436.2460996688317,-0.236212
DF-1135_water.log,CC(C)C[C@H](NC(=O)c1ccco1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.1715,0.085007,-0.36236,-0.02272,-0.422782,-2.0248109999999997,-0.64205,0.617202,-4.132295,574.45703125,0.42245,0.51107,382.959,360.18197244019376,0.073327
DF-1150_water.log,CC(C)C[C@H](NC(=O)c1cc2ccccc2n1C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,8.1947,0.232022,-0.32543,-0.02292,-1.2501470000000001,-1.8069009999999999,-0.640627,0.622103,-4.106414,649.61669921875,0.42225,0.47414,476.403,423.2296397144159,0.122421
DF-115_water.log,CC(C)C[C@H](NC(=O)C(N)CCCN)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.7636,0.142404,-0.35137,0.01355,-0.8082919999999998,-1.9465189999999999,-0.72972,0.607167,-5.389235,592.5874633789062,0.45872,0.5000800000000001,482.864,380.2559257457019,-0.025123000000000006
DF-1177_water.log,CC(C)C[C@H](NC(=O)C1CN2CCC1CC2)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,2.3858,0.188044,-0.344,0.01869,-1.344147,-1.890762,-0.683752,0.649575,-4.429617,626.583740234375,0.46386,0.49271,464.718,403.26081705467925,-0.06761500000000004
DF-119_water.log,CC(C)C[C@H](NC(=O)CN1CCc2ccccc21)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.0873,0.22253,-0.31906,0.00024,-1.3240790000000002,-1.886733,-0.682268,0.616121,-4.335032,618.0526733398438,0.44541000000000003,0.46777,513.492,425.24530209574755,0.008554000000000006
DF-11_water.log,Cc1cc(=O)n2nc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)nc2[nH]1,15.9027,0.173285,-0.36288,-0.0355,0.545781,-2.357303,-0.694452,0.676447,-5.758844000000001,663.5475463867188,0.40967000000000003,0.51159,404.957,442.210416305018,-0.076489
DF-127_water.log,CC(C)C[C@H](NC(=O)C1c2ccccc2CC1N)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.1822,0.213501,-0.34884,0.00026,-1.2523210000000002,-1.850366,-0.674168,0.618371,-4.599905,621.6249389648438,0.44543,0.49755,477.276,425.24530209574755,-0.026826000000000016
DF-1292_water.log,CC(C)C[C@H](NC(=O)N1CCN2CCOCC2C1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.678,0.155263,-0.33724,0.01652,-0.579899,-2.362978,-0.663088,0.706258,-5.422014,654.1668090820312,0.46169,0.48595,464.681,434.26681751096777,-0.030709999999999987
DF-1303_water.log,CC(C)C[C@H](NC(=O)C1Cc2ccccc2C1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,2.7152,0.193701,-0.34893,0.00239,-1.5156040000000004,-1.892947,-0.686743,0.64507,-3.980902,665.5844116210938,0.44756,0.49764,395.026,410.2343098897932,-0.02602099999999999
DF-132_water.log,Cc1ccc2oc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)c(C)c2c1,7.355,0.161925,-0.3456,-0.03658,-1.3992740000000001,-2.0809290000000003,-0.648493,0.644077,-4.12716,688.5972900390625,0.40859,0.49431,513.462,438.22940185138884,-0.025004
DF-135_water.log,COc1ccc2c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)noc2c1,7.4942,0.145868,-0.34919,-0.03982,-0.602093,-2.1419569999999997,-0.653317,0.651532,-4.411631,679.9405517578125,0.40535,0.4979,500.902,441.20393012261394,-0.02366299999999999
DF-1360_water.log,CC(C)C[C@H](NC(=O)NCCc1ccccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.8161,0.189903,-0.35335,0.0019,-1.1504349999999999,-1.928305,-0.666262,0.714966,-4.615555,689.9970703125,0.44707,0.50206,444.882,413.24522838454754,-0.025992000000000015
DF-1371_water.log,CC(C)C[C@H](NC(=O)CCC1CNCCO1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.4727,0.106455,-0.34599,0.01497,-0.9627029999999998,-2.38245,-0.654344,0.641854,-5.043429,597.7903442382812,0.46014,0.49470000000000003,429.373,407.25575159381344,-0.027523999999999993
DF-1402_water.log,CC(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.7604,0.017209,-0.36612,0.01338,-0.15350299999999972,-2.535154,-0.687522,0.638345,-5.136068,607.8473510742188,0.45855,0.51483,405.338,365.20854331621837,-0.032519000000000006
DF-1405_water.log,CC(C)C[C@H](NC(=O)N=c1cc[nH]c2ccccc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,14.13,0.232196,-0.32927,-0.04132,-0.31044099999999974,-1.9492160000000003,-0.700368,0.742461,-5.1082790000000005,677.5206298828125,0.40385,0.47798,403.788,436.2249695390385,-0.034584000000000004
DF-1430_water.log,CC(C)C[C@H](NC(=O)CN1CCCC1CO)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.5684,0.098832,-0.35117,0.01268,-1.0023080000000002,-2.4417020000000003,-0.664178,0.614968,-5.025245999999999,630.1948852539062,0.45785000000000003,0.49988,471.224,407.25575159381344,-0.033409999999999995
DF-1435_water.log,CC(C)C[C@H](NC(=O)c1ccc2[nH]ncc2c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.1154,0.222628,-0.34458,-0.03361,-0.6230570000000001,-1.892654,-0.655672,0.623033,-4.463035,635.1915893554688,0.41156000000000004,0.49329,426.54,410.20915973530686,-0.028813000000000033
DF-1455_water.log,Cc1ncnc2c1ncn2C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,3.1726,0.230413,-0.36489,-0.04156,0.652587,-1.833179,-0.651493,0.774636,-5.683738,645.7540283203125,0.40361,0.5136000000000001,396.523,426.21540805468385,-0.027854000000000018
DF-1456_water.log,CC(C)C[C@H](NC(=O)c1nc2ccc(O)cc2o1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.1078,0.084612,-0.34664,-0.04384,-0.08339099999999988,-2.43558,-0.660337,0.605171,-4.883265000000001,648.1513061523438,0.40133,0.49535,414.803,427.1881940300823,-0.02595399999999999
DF-1509_water.log,COC(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)c1ccccc1,8.8311,0.127875,-0.36261,-0.00744,-1.057322,-2.2552659999999998,-0.649926,0.598126,-4.354341999999999,644.3527221679688,0.43773,0.51132,465.796,414.22925442898884,-0.026603000000000016
DF-1513_water.log,Cc1ccc(C=CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)cc1,11.5848,0.214307,-0.33918,-0.00776,-1.8879020000000002,-1.875826,-0.646253,0.641972,-3.9607469999999996,656.961181640625,0.43741,0.48789,490.452,424.25004598232493,-0.02502499999999999
DF-1577_water.log,CC(C)C[C@H](NC(=O)c1ccnc2ccccc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.6028,0.223651,-0.35749,-0.04524,-0.7704530000000002,-1.8489810000000002,-0.68988,0.60855,-4.311288,622.5107421875,0.39993,0.5062,437.293,421.2139773330842,-0.026000000000000023
DF-1600_water.log,CC(C)C[C@H](NC(=O)N1CCCC(C(=O)O)C1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.1285,0.002293,-0.35805,0.01577,-0.14487700000000026,-3.0645759999999997,-0.668637,0.711749,-5.686047,639.2832641601562,0.46094,0.50676,492.875,421.23510746287735,-0.027909
DF-1602_water.log,Cc1cc(C)c(CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c(C)c1,9.4294,0.199489,-0.33995,0.00732,-2.516225,-1.86604,-0.652397,0.63492,-3.951014,718.541259765625,0.45249,0.48866,538.662,440.28144445618835,-0.027003
DF-1604_water.log,CC(C)C[C@H](NC(=O)CCc1ccccc1Cl)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.6384,0.141538,-0.35908,-0.00912,-1.3874620000000002,-1.907712,-0.697595,0.660362,-3.993438,643.8883666992188,0.43605,0.50779,450.325,432.1954747876161,-0.02451700000000001
DF-1612_water.log,Cc1cc(F)c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c(F)c1,13.0222,-0.004569,-0.36946,-0.03108,-0.70474,-1.809953,-0.635694,0.646863,-4.205392,608.110107421875,0.41409,0.51817,486.401,420.19988110393496,-0.027524
DF-1660_water.log,CC(C)C[C@H](NC(=O)C(F)(F)c1ccc(F)cc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.8603,-0.083524,-0.37367,-0.0248,-0.36124900000000004,-1.8333650000000001,-0.694121,0.617746,-4.402398,623.3278198242188,0.42037,0.5223800000000001,414.725,438.1905716128717,-0.025988000000000004
DF-171_water.log,CC(C)C[C@H](NC(=O)C(C)C1CCCCC1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.8039,0.168213,-0.362,0.0137,-2.1549110000000002,-1.93182,-0.68453,0.618068,-3.9895910000000003,637.4719848632812,0.45887,0.51071,500.389,404.28122332258835,-0.027886999999999995
DF-1775_water.log,CC(C)C[C@H](NC(=O)N1CC(Oc2ccccc2)C1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.0157,0.189414,-0.34415,-0.00361,-0.7962119999999999,-2.273592,-0.665465,0.706528,-4.879921,700.9364624023438,0.44156,0.49286,487.237,441.24031034608174,-0.02545900000000001
DF-1784_water.log,CC(C)C[C@H](NC(=O)CC1CNC(=O)O1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.2971,-0.022073,-0.36952,0.01053,0.22554600000000008,-2.8041899999999997,-0.649034,0.723032,-5.486651,590.8634033203125,0.4557,0.51823,369.308,393.20363527781393,-0.031561
DF-1792_water.log,COc1c(C)cnc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c1C,9.0411,0.131929,-0.3692,-0.0267,-1.0126319999999998,-2.180592,-0.655548,0.624252,-4.680574,676.5390014648438,0.41847,0.51791,364.34,429.24023663488174,-0.026593000000000006
DF-1818_water.log,CC(C)C[C@H](NC(=O)c1ncn2c1CCCC2)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.493,0.201768,-0.35076,-0.00027,-0.8947220000000002,-1.874252,-0.655133,0.648094,-4.63757,646.9635009765625,0.4449,0.49947,444.383,414.2404844979702,-0.02749499999999999
DF-1821_water.log,CC(C)C[C@H](NC(=O)C1CC2CCC1(C)C2(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.3383,0.217637,-0.36084,0.01276,-2.519825,-1.870254,-0.643726,0.624556,-3.9611,647.1500854492188,0.45793,0.50955,470.057,430.29703312632,-0.024646
DF-1845_water.log,CC(C)C[C@H](NC(=O)CC1CCCO1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,14.0184,0.058632,-0.36585,0.013,-0.9699520000000003,-2.368136,-0.682511,0.655233,-4.441285,607.0685424804688,0.45817,0.51456,429.106,378.2290332953889,-0.029973000000000007
DF-1850_water.log,CC(C)C[C@H](NC(=O)C1CCC(CO)O1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.1516,-0.011194,-0.36261,0.01248,-0.5930890000000001,-2.979213,-0.692745,0.602048,-5.015179000000001,598.34228515625,0.45765,0.51132,339.038,394.22404154572297,-0.028461
DF-1919_water.log,CC(C)C[C@H](NC(=O)c1ccc2cnccc2c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.086,0.221661,-0.3502,-0.0488,-0.703292,-1.880477,-0.655102,0.611885,-4.373118,649.3601684570312,0.39637,0.49891,412.983,421.2139773330842,-0.029040999999999983
DF-193_water.log,CC(C)C[C@H](NC(=O)N=c1c2c([nH]n1C)CCC2)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,14.7571,0.260712,-0.32973,-0.01925,-0.6032810000000002,-1.834046,-0.671534,0.755896,-5.199819000000001,622.590576171875,0.42592,0.47844000000000003,422.578,429.25147670392454,-0.03095199999999998
DF-1957_water.log,CC(C)C[C@H](NC(=O)C(C)c1ccccn1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.5888,0.179726,-0.36521,-0.01533,-1.020581,-1.870222,-0.659677,0.607162,-4.373243,573.9990844726562,0.42984,0.5139199999999999,440.87,399.2294922920159,-0.023925000000000002
DF-1960_water.log,CC(C)C[C@H](NC(=O)c1cccc(-c2nn[nH]n2)c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.2226,0.287051,-0.36643,-0.04139,-0.45554399999999995,-1.8804859999999999,-0.650964,0.615243,-4.6304669999999994,670.6831665039062,0.40378000000000003,0.5151399999999999,431.222,438.21548176588385,0.11091599999999999
DF-196_water.log,CC(C)C[C@H](NC(=O)NCC1Cc2ccccc2O1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.1837,0.148838,-0.33582,-0.00331,-0.9001529999999998,-2.282727,-0.665466,0.713599,-4.952931,711.3966674804688,0.44186000000000003,0.48453,495.44,441.24031034608174,-0.169384
DF-1996_water.log,CC(C)C[C@H](NC(=O)c1ccc2nncn2n1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.1172,0.274366,-0.36964,-0.05879,-0.05787000000000009,-1.7738710000000002,-0.653029,0.61108,-4.614435,612.62548828125,0.38638,0.5183500000000001,421.246,412.19967196215214,-0.032760999999999985
DF-2021_water.log,CCc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)nc1,12.309,0.184878,-0.36035,-0.01348,-1.3381079999999999,-1.900604,-0.684302,0.629488,-4.367388999999999,613.4393920898438,0.43169,0.5090600000000001,467.1,413.24522838454754,0.03953499999999999
DF-2056_water.log,Cc1[nH]c(=NC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)ccc1C#N,3.3773,0.206272,-0.34223,-0.03857,0.10532800000000009,-1.926289,-0.714003,0.734442,-5.488812000000001,680.8487548828125,0.4066,0.49094,523.658,425.2201519412612,-0.0034999999999999754
DF-2061_water.log,CC(C)C[C@H](NC(=O)c1n[nH]c(-c2ccccc2)n1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.3689,0.266507,-0.36552,-0.03065,-0.4313640000000003,-1.7953100000000002,-0.661118,0.630166,-4.779644,666.0416259765625,0.41452,0.51423,439.074,437.2202256524612,0.028918
DF-206_water.log,CC(C)C[C@H](NC(=O)c1cccc2c1ncn2C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,16.4251,0.222269,-0.34714,-0.02921,-0.522677,-1.881815,-0.654102,0.636011,-4.706467,611.8003540039062,0.41596,0.49585,433.801,424.2248958278385,-0.038314000000000015
DF-2073_water.log,CC(C)C[C@H](NC(=O)COCc1ccccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.3472,0.12942,-0.35637,0.0016,-1.1363260000000004,-2.286645,-0.669257,0.607749,-4.326936,610.5968627929688,0.44677,0.50508,387.319,414.22925442898884,-0.16946399999999998
DF-2081_water.log,CC(C)C[C@H](NC(=O)c1ccc(-n2cccn2)cc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.1682,0.278841,-0.3485,-0.04568,-0.9177050000000001,-1.898611,-0.663141,0.618572,-4.387551,689.830322265625,0.39949,0.49721,426.835,436.2249695390385,0.11219300000000001
DF-2091_water.log,CC1=C(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)C(C)(C)CC(O)C1,8.3167,0.108565,-0.36477,0.01208,-1.985218,-2.4559990000000003,-0.640347,0.646576,-4.579221,647.754638671875,0.45725,0.5134799999999999,459.439,432.2763152841839,-0.19389900000000002
DF-2093_water.log,CC(C)C[C@H](NC(=O)N=c1[nH]c2ccccc2s1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.665,0.19057,-0.33152,-0.03669,-0.20756099999999988,-1.900731,-0.683775,0.7325,-4.8782689999999995,672.6868896484375,0.40848,0.48023,378.15,442.1814261269441,0.05590399999999998
DF-2127_water.log,CC(C)C[C@H](NC(=O)N1C(=O)OCC1C(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,8.9208,0.004625,-0.37017,-0.00031,-0.17652400000000024,-2.7504489999999997,-0.64999,0.763579,-5.433952000000001,631.8253173828125,0.44486000000000003,0.51888,395.558,421.23510746287735,-0.21288500000000002
DF-2148_water.log,CC(C)C[C@H](NC(=O)C1NCCCC1(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,13.1367,0.176998,-0.34253,0.01137,-1.7230969999999997,-1.8873099999999998,-0.683935,0.610328,-4.5140709999999995,644.9410400390625,0.45654,0.49124,483.745,405.276479436011,0.004040999999999989
DF-214_water.log,CC(C)C[C@H](NC(=O)N1CCCC1c1ccccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.8459,0.233461,-0.35326,-0.0025,-1.306379,-1.932423,-0.672288,0.707417,-4.564483,634.1797485351562,0.44267,0.50197,451.535,439.26103818827926,0.19778600000000002
DF-2150_water.log,CC(C)C[C@H](NC(=O)Cc1ccc2ccccc2c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.0392,0.227503,-0.33457,-0.02764,-1.5859869999999998,-1.873521,-0.656776,0.640358,-3.943752,660.7852783203125,0.41753,0.48328,506.657,434.23445731219323,-0.030903000000000014
DF-2152_water.log,CC(C)C[C@H](NC(=O)C1CCOC(C)(C)C1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.2064,0.082661,-0.36109,0.01724,-1.5331110000000003,-2.370096,-0.697879,0.658201,-4.473388,634.8602294921875,0.46241,0.5098,488.032,406.26050548045225,-0.124371
DF-21_water.log,CC(C)C[C@H](NC(=O)c1cccc2c1C(=O)N(C)C2)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,15.4324,0.138305,-0.35628,-0.03373,-0.32794900000000005,-2.490859,-0.649014,0.618567,-5.025292,633.0199584960938,0.41144000000000003,0.50499,382.538,439.22464796475003,-0.11838599999999999
DF-2215_water.log,CC(C)C[C@H](NC(=O)c1cccc2nsnc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.0408,0.220986,-0.34311,-0.06898,-0.3433369999999999,-1.887388,-0.684646,0.85875,-4.195011,639.1129150390625,0.37619,0.49182000000000003,435.688,428.1656900344123,0.10850199999999999
DF-2230_water.log,CC(C)C[C@H](NC(=O)c1nccc2ccccc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,8.0834,0.228294,-0.35005,-0.04775,-0.7784729999999999,-1.810145,-0.655393,0.600123,-4.305771,638.670166015625,0.39742,0.49876,484.429,421.2139773330842,-0.019862999999999992
DF-2233_water.log,Cc1ccnc(CCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c1,2.3106,0.1774,-0.36141,-0.00942,-1.3198949999999998,-1.894069,-0.689892,0.659102,-4.4566870000000005,634.4884643554688,0.43575,0.51012,517.065,413.24522838454754,-0.07602900000000001
DF-2234_water.log,CC(C)C[C@H](NC(=O)c1ccc2ncsc2c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,3.0666,0.196188,-0.33971,-0.04674,-0.5573130000000001,-1.877114,-0.67504,0.652305,-4.188174,643.592529296875,0.39843,0.48842,411.906,427.1704339209897,-0.008154999999999996
DF-2253_water.log,CC(C)C[C@H](NC(=O)c1cccc2ccsc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.2858,0.188888,-0.33144,-0.03309,-1.123482,-1.824102,-0.640065,0.617468,-3.743628,603.234130859375,0.41208,0.48015,420.411,426.175177807567,-0.03308900000000001
DF-2265_water.log,COc1ccncc1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,13.5309,0.11705,-0.36236,-0.0187,-0.6203070000000003,-2.216491,-0.631897,0.625556,-4.787831000000001,606.1966552734375,0.42647,0.51107,466.038,415.22450054235003,-0.101289
DF-2283_water.log,CC(C)C[C@H](NC(=O)N1CC(C(C)(C)C)CC1=O)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.7778,0.093061,-0.36011,0.00635,-1.1427510000000003,-2.4431279999999997,-0.659689,0.784821,-5.075855,682.6527709960938,0.45152000000000003,0.50882,482.186,433.2715613975451,-0.057233000000000006
DF-2294_water.log,CC(C)C[C@H](NC(=O)COC1CCNC1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.5977,0.08476,-0.34653,0.01464,-0.6891309999999998,-2.3578799999999998,-0.667526,0.594091,-5.020599,582.0702514648438,0.45981,0.49524,438.665,393.24001550128173,-0.036149
DF-2314_water.log,CC(C)C[C@H](NC(=O)OCCc1ccccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.2238,0.11648,-0.35788,0.00105,-1.0644209999999998,-2.276977,-0.650545,0.738617,-4.393313,680.6297607421875,0.44622,0.50659,494.594,414.22925442898884,0.004600999999999994
DF-2346_water.log,CC(C)C[C@H](NC(=O)c1ccc2nccn2c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.5964,0.221808,-0.34448,-0.04004,-0.4218449999999999,-1.8108179999999998,-0.639207,0.631774,-4.562825,640.451171875,0.40513,0.49319,436.394,410.20915973530686,0.050156000000000006
DF-2373_water.log,CC(C)C[C@H](NC(=O)N1C2CCC1CC(=O)C2)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,2.9626,0.096659,-0.36429,0.01527,-0.6198209999999998,-2.473098,-0.664656,0.719518,-5.112297,633.8831787109375,0.46044,0.513,434.662,417.24016292368174,-0.043781000000000014
DF-2374_water.log,CC(C)C[C@H](NC(=O)c1nnc(-c2ccccc2)o1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.9081,0.206011,-0.3656,-0.0516,-0.3718619999999997,-1.9388830000000001,-0.657054,0.615885,-4.501288000000001,697.15673828125,0.39357000000000003,0.51431,411.033,438.204241696841,-0.044792
DF-2379_water.log,Cc1ccnc(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c1F,10.7607,0.090664,-0.36492,-0.02327,-0.826465,-1.849641,-0.65911,0.629183,-4.4843969999999995,587.3815307617188,0.4219,0.51363,395.068,417.2201828009526,-0.15378
DF-237_water.log,CC(C)C[C@H](NC(=O)C(C)(N)Cc1ccccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.4414,0.216518,-0.35403,0.00238,-1.5521049999999996,-1.9138359999999999,-0.685117,0.615269,-4.616238,659.0562744140625,0.44755,0.50274,495.495,427.26096447707926,0.08940499999999998
DF-239_water.log,CC(C)C[C@H](NC(=O)CN1Cc2ccccc2C1=O)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.1621,0.140496,-0.35835,-0.03041,-0.3673329999999998,-2.533632,-0.669031,0.621453,-5.056478,643.268798828125,0.41476,0.5070600000000001,449.941,439.22464796475003,-0.09070699999999998
DF-23_water.log,CC(C)C[C@H](NC(=O)c1cn(C)c(=O)c2[nH]ccc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.3002,0.140394,-0.32647,-0.01804,-0.27235999999999994,-2.446527,-0.640567,0.652851,-5.129361,641.978515625,0.42713,0.47518,480.253,440.2199040781727,0.02464799999999999
DF-2470_water.log,CC(C)C[C@H](NC(=O)c1ncc(-c2ccccc2)o1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.5617,0.1897,-0.35081,-0.04241,-0.6076650000000001,-1.9978860000000003,-0.640238,0.609076,-4.436847,648.5814819335938,0.40276,0.49952,418.046,437.2089855834184,0.023578000000000016
DF-2479_water.log,CC(C)C[C@H](NC(=O)NC(C(=O)O)C(C)(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.8619,0.001244,-0.36626,0.01181,-0.5863829999999999,-2.971434,-0.638925,0.722004,-5.665308,619.00390625,0.45698,0.5149699999999999,451.452,423.25076984420906,-0.221194
DF-2500_water.log,CC(C)C[C@H](NC(=O)c1[nH]nc2ccccc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.2704,0.229537,-0.33595,-0.0355,-0.8200339999999998,-1.890021,-0.722884,0.636345,-4.252197,657.8763427734375,0.40967000000000003,0.48466000000000004,495.082,410.20915973530686,0.192849
DF-2506_water.log,CC(C)C[C@H](NC(=O)N(C)Cc1ccccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.8872,0.202869,-0.35248,-0.00272,-1.080872,-1.924719,-0.671457,0.711544,-4.51971,611.532470703125,0.44245,0.50119,374.804,413.24522838454754,-0.05678400000000003
DF-2532_water.log,CC(C)C[C@H](NC(=O)n1c(CO)cc(=O)[nH]c1=O)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.241,-0.07172,-0.37004,-0.0294,1.3330929999999994,-3.522304,-0.693116,0.760778,-6.64269,626.2988891601562,0.41577000000000003,0.51875,360.319,434.19404706397074,-0.298472
DF-2535_water.log,CC(C)C[C@H](NC(=O)n1cccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.7549,0.148625,-0.3544,-0.01639,-0.4539230000000002,-1.8590460000000002,-0.669506,0.722602,-4.266508,580.146728515625,0.42878,0.50311,443.127,359.1979463957525,0.191055
