Name,Smiles,solv_dip,G_solv,HOMO_solv,LUMO_solv,C_charges,O_charges,Most_neg,Most_pos,Het_charges,SASA,LsoluHsolv,LsolvHsolu,Volume,MW,DeltaG_sol
Ph5-en-5_water.log,CC(C)C[C@H](NC(=O)n1cnc2ccccc21)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,1.8917,0.212812,-0.35301,-0.02718,-0.13153900000000007,-1.864677,-0.646365,0.774901,-4.796382,634.5540161132812,0.41799000000000003,0.5017199999999999,467.38,410.20915973530686,-0.026163999999999993
Ph6-ch-177_water.log,CC(C)C[C@H](NC(=O)n1cc(O)cn1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.698,0.106548,-0.34941,-0.02369,-0.0350339999999999,-2.229177,-0.647798,0.736477,-4.7607289999999995,583.9522705078125,0.42148,0.49812,404.296,376.18821075950933,-0.024739999999999984
Ph6-ch-191_water.log,CC(C)C[C@H](NC(=O)c1nc(N)n[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.3624,0.168464,-0.3508,-0.0302,0.43506100000000014,-1.7983539999999998,-0.656808,0.61411,-5.462473,592.7326049804688,0.41497,0.49951,404.329,376.19945082855213,-0.03040899999999999
Ph6-ch-280_water.log,CC(C)C[C@H](NC(=O)c1sc(N)nc1N)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.3092,0.127951,-0.32042,-0.02761,0.2514970000000001,-1.92917,-0.667591,0.684427,-5.569947999999999,616.0055541992188,0.41756,0.46913,409.23,407.17646110676674,-0.037329
Ph6-ch-29_water.log,Cc1[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c(C)c1N,3.6053,0.161587,-0.30908,-0.00609,-1.108849,-1.920957,-0.686121,0.644994,-4.830687,655.4047241210938,0.43908,0.45779000000000003,437.426,402.2404107867702,-0.028346999999999983
Ph6-ch-32_water.log,CC(C)C[C@H](NC(=O)n1cc(N)c(=O)[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.235,0.109597,-0.32811,-0.03041,0.44881800000000016,-2.3770610000000003,-0.670237,0.674987,-5.646351,613.7769165039062,0.41476,0.47682,369.763,391.19920296546366,-0.028265000000000012
Ph6-ch-349_water.log,Cc1cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)cc(N)n1,6.8151,0.16353,-0.33384,-0.03225,-0.484461,-1.86856,-0.658028,0.614276,-5.071678,641.2328491210938,0.41292,0.48255000000000003,429.583,400.22474840543856,-0.031527
Ph6-ch-36_water.log,Cc1[nH]n(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c(=O)c1N,13.4275,0.114634,-0.31991,-0.01936,0.24136299999999997,-2.296055,-0.6698,0.746588,-5.730245999999999,628.3335571289062,0.42581,0.46862000000000004,422.452,405.21493905799537,-0.035205
Ph6-ch-374_water.log,CC(C)C[C@H](NC(=O)c1nc(N)ccc1Cl)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,14.9048,0.133868,-0.33474,-0.0294,-0.07713099999999995,-1.789167,-0.666519,0.603746,-4.9502440000000005,604.6629028320312,0.41577000000000003,0.48345,455.175,420.1702509219297,-0.03034400000000001
Ph6-ch-376_water.log,Cc1nc(=O)cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)[nH]1,2.3884,0.086368,-0.36994,-0.04197,0.30623900000000004,-2.470454,-0.708134,0.630417,-5.5312,622.9891967773438,0.4032,0.51865,374.661,402.20402056324104,-0.034168000000000004
Ph6-ch-378_water.log,CC(C)C[C@H](NC(=O)c1nc(O)ccc1F)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.4585,0.005463,-0.36531,-0.04275,0.20595099999999988,-2.28914,-0.668657,0.60959,-4.984844999999999,615.620361328125,0.40242,0.51402,378.371,405.18371886622344,-0.02675
Ph6-ch-383_water.log,CC(C)C[C@H](NC(=O)c1cnnc(O)c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,11.548,0.111055,-0.3713,-0.04981,-0.10182799999999992,-2.231913,-0.691813,0.605217,-4.742744,570.0415649414062,0.39536,0.5200100000000001,365.778,388.18828447070933,-0.028445999999999985
Ph6-ch-521_water.log,CC1=C(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)CC(=O)N1,7.8123,0.055386,-0.34869,-0.02349,-0.21064699999999992,-2.46075,-0.665019,0.658887,-5.122781000000001,599.755126953125,0.42168,0.4974,431.716,389.2086907386184,-0.030810999999999998
Ph6-ch-61_water.log,Cc1[nH]c(N)cc1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.6131,0.150315,-0.31369,-0.00405,-0.6422380000000001,-1.9207429999999999,-0.660412,0.654172,-5.006805,616.5780029296875,0.44112,0.46240000000000003,413.069,388.22467469423856,-0.034078
Ph6-ch-623_water.log,CC(C)C[C@H](NC(=O)c1ccnc(N)c1F)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.2993,0.082527,-0.33959,-0.03301,0.0446129999999999,-1.790851,-0.640391,0.615614,-5.066323,615.3847045898438,0.41216,0.4883,419.187,404.1997028218436,-0.030906000000000003
Ph6-ch-93_water.log,CC(C)C[C@H](NC(=O)c1nc(N)c[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.6993,0.155586,-0.32773,-0.01945,0.07138400000000011,-1.844494,-0.65876,0.647099,-5.208989,594.3204345703125,0.42572,0.47644000000000003,368.151,375.2041947151295,-0.033337000000000006
Ph6-en-113_water.log,Cc1cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)sc1C,8.7216,0.14408,-0.33701,-0.03765,-1.485416,-1.8905319999999999,-0.658416,0.641797,-3.685309,639.39990234375,0.40752,0.48572,438.801,404.1906927664988,-0.023771999999999988
Ph6-en-126_water.log,CC(C)C[C@H](NC(=O)c1cn(C)cn1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.6498,0.155935,-0.35884,-0.00059,-0.3633339999999998,-1.876481,-0.665352,0.678653,-4.555996,615.1828002929688,0.44458000000000003,0.50755,402.779,374.20893860170685,-0.033915
Ph6-en-127_water.log,CC(C)C[C@H](NC(=O)c1ccn(C)n1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.5244,0.180698,-0.36011,-0.01277,-0.688137,-1.873765,-0.660379,0.661654,-4.228732,618.8516235351562,0.4324,0.50882,385.737,374.20893860170685,-0.029923000000000005
Ph6-en-131_water.log,Cc1cnc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)s1,9.0236,0.14169,-0.35994,-0.04506,-0.8004980000000002,-1.814604,-0.662232,0.621832,-3.9453999999999994,624.2515258789062,0.40011,0.50865,400.479,391.1702127873897,-0.023494999999999988
Ph6-en-14_water.log,CC(C)C[C@H](NC(=O)c1cn[nH]c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.0988,0.152098,-0.36006,-0.00982,-0.2949710000000001,-1.894651,-0.691638,0.684898,-4.436285,569.2938842773438,0.43535,0.50877,394.063,360.1932025091752,-0.029871999999999982
Ph6-en-219_water.log,CC(C)C[C@H](NC(=O)c1ncccn1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.225,0.161346,-0.37071,-0.03885,0.14452200000000004,-1.784643,-0.65698,0.610355,-4.760809999999999,600.1849975585938,0.40632,0.51942,357.931,372.19327622037514,-0.029089000000000004
Ph6-en-388_water.log,CC(C)C[C@H](NC(=O)C1NCCCC1O)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.3571,0.082992,-0.34805,0.01705,-0.6478869999999999,-2.5317060000000002,-0.667304,0.623111,-5.1707339999999995,623.111328125,0.46222,0.49676000000000003,411.592,393.24001550128173,-0.02609800000000001
Ph6-en-406_water.log,CC(C)C[C@H](NC(=O)c1ccc[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.2086,0.141262,-0.34815,-0.00562,-0.691176,-1.83857,-0.641497,0.628333,-4.159708,588.6075439453125,0.43955,0.49686,381.382,359.1979463957525,-0.02291299999999999
Ph6-en-409_water.log,CC(C)C[C@H](NC(=O)c1cc[nH]c1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.035,0.133244,-0.35066,-0.00507,-0.583975,-1.919502,-0.659959,0.646011,-4.2717279999999995,579.3941040039062,0.4401,0.49937000000000004,404.096,359.1979463957525,-0.029395000000000004
Ph6-en-411_water.log,CC(C)C[C@H](NC(=O)c1cc[nH]n1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.6724,0.157204,-0.36207,-0.01344,-0.40324800000000005,-1.867723,-0.660949,0.665288,-4.322689,581.9959106445312,0.43173,0.51078,401.337,360.1932025091752,-0.030111
Ph6-en-413_water.log,CC(C)C[C@H](NC(=O)c1ncc[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.1408,0.140764,-0.36277,-0.01686,-0.18750299999999998,-1.8320400000000001,-0.65795,0.620266,-4.565331,583.4568481445312,0.42831,0.5114799999999999,403.113,360.1932025091752,-0.024475999999999998
Ph6-en-414_water.log,CC(C)C[C@H](NC(=O)c1ncn[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.9692,0.156802,-0.36933,-0.02986,0.11805299999999996,-1.800383,-0.657637,0.614893,-4.727809000000001,577.0639038085938,0.41531,0.5180400000000001,341.607,361.1884586225978,-0.025739000000000012
Ph6-en-415_water.log,CC(C)C[C@H](NC(=O)c1ccns1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.1571,0.135578,-0.35038,-0.04127,-0.5056579999999998,-1.803094,-0.65062,0.634101,-3.8863019999999997,588.560546875,0.40390000000000004,0.49909000000000003,394.079,377.154476694858,-0.03015699999999999
Ph6-en-416_water.log,CC(C)C[C@H](NC(=O)c1cncs1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,10.1488,0.132685,-0.35813,-0.04112,-0.392857,-1.870901,-0.684771,0.649594,-4.020434,603.26953125,0.40405,0.50684,405.541,377.154476694858,-0.029086
Ph6-en-421_water.log,CC(C)C[C@H](NC(=O)c1cnco1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,8.0245,0.08135,-0.3717,-0.03356,0.14080700000000002,-2.041736,-0.644293,0.623492,-4.56892,575.7799072265625,0.41161000000000003,0.52041,347.284,361.177218553555,-0.02549399999999999
Ph6-en-422_water.log,CC(C)C[C@H](NC(=O)c1ccno1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,5.8723,0.118912,-0.3747,-0.0387,-0.2975979999999999,-1.789361,-0.645381,0.610572,-4.113139,578.513427734375,0.40647,0.5234099999999999,400.289,361.177218553555,-0.024139000000000008
Ph6-en-423_water.log,CC(C)C[C@H](NC(=O)c1nncs1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.412,0.152368,-0.37059,-0.05574,-0.35406499999999996,-1.791353,-0.659979,0.624084,-3.881406,587.4329223632812,0.38943,0.5193,353.357,378.14973280828065,-0.032052
Ph6-en-427_water.log,CC(C)C[C@H](NC(=O)c1nnco1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.4088,0.099241,-0.37279,-0.03965,0.22185300000000008,-1.928577,-0.658441,0.611921,-4.485631,574.7064208984375,0.40552,0.5215000000000001,389.509,362.1724746669777,-0.025800000000000017
Ph6-en-613_water.log,CC(C)C[C@H](NC(=O)c1n[nH]cc1Cl)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.2527,0.139334,-0.36066,-0.01443,-0.28624799999999995,-1.850654,-0.65318,0.669565,-4.262654,584.2250366210938,0.43074,0.50937,341.853,394.15444111819806,-0.028726999999999975
Ph6-en-617_water.log,CC(C)C[C@H](NC(=O)c1ccnn1C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,4.3346,0.184694,-0.36589,-0.02316,-0.7032639999999999,-1.8667889999999998,-0.650378,0.615458,-4.220657,579.832275390625,0.42201,0.5146,370.487,374.20893860170685,-0.024778999999999995
Ph6-en-618_water.log,CC(C)C[C@H](NC(=O)c1cncn1C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.7433,0.161461,-0.361,-0.02163,-0.3731500000000001,-1.881875,-0.665593,0.633597,-4.581983,578.1165771484375,0.42354,0.50971,414.605,374.20893860170685,-0.02896500000000002
Ph6-en-716_water.log,Cc1ncc(CO)c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c1O,7.1632,0.037292,-0.35508,-0.03402,-0.38751,-2.912743,-0.633234,0.636955,-5.389669,613.3185424804688,0.41115,0.50379,483.565,431.21951879274565,-0.031564
Ph6-en-9_water.log,CC(C)C[C@H](NC(=O)c1cccc2c1OCO2)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,3.9156,0.063354,-0.34018,-0.03252,-0.1833330000000002,-2.580257,-0.666145,0.661372,-4.657666000000001,627.3720703125,0.41265,0.48889,451.725,414.1928642054596,-0.02656
Ph7-ch-129_water.log,CC(C)C[C@H](NC(=O)c1[nH]c(=O)[nH]c(=O)c1F)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,12.1858,-0.100731,-0.37034,-0.04738,1.2959589999999999,-2.940364,-0.734022,0.733625,-6.104604999999999,623.821533203125,0.39779000000000003,0.51905,356.916,422.1739932300416,-0.02939
Ph7-ch-219_water.log,COc1cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)cc(C)n1,6.9242,0.118492,-0.35392,-0.03545,-0.615269,-2.173272,-0.653869,0.614053,-4.767128,660.5553588867188,0.40972000000000003,0.50263,455.494,415.22450054235003,-0.026269
Ph7-ch-77_water.log,CC(C)C[C@H](NC(=O)c1cc(=O)n(C)c(=O)[nH]1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.0961,0.000167,-0.3725,-0.04666,0.7912730000000001,-2.969282,-0.706843,0.715845,-5.9512860000000005,638.709228515625,0.39851000000000003,0.52121,435.602,418.1990388136366,-0.0257
Ph7-ch-9_water.log,CC(C)C[C@H](NC(=O)c1cc(=O)c2c([nH]1)CCCC2)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,18.6546,0.137336,-0.3336,-0.02201,-0.928912,-2.50818,-0.721245,0.622733,-4.89623,679.4080810546875,0.42316000000000004,0.48231,442.673,441.24031034608174,-0.03299899999999997
Ph7-en-215_water.log,CC(C)C[C@H](NC(=O)c1coc2ccccc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,6.9863,0.143966,-0.35046,-0.03019,-0.704584,-2.0783880000000003,-0.656213,0.65009,-4.164429,625.6744995117188,0.41498,0.49917,406.174,410.1979296663254,-0.022427000000000002
Ph7-en-217_water.log,CC(C)C[C@H](NC(=O)c1c[nH]c2ccccc12)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.8893,0.201521,-0.33348,-0.02297,-0.8375180000000002,-1.910887,-0.656833,0.656523,-4.335344,620.257568359375,0.4222,0.48219,436.356,409.2139036218842,-0.027864
Ph8-ch-160_water.log,CC(C)C[C@H](NC(=O)c1cc2ccc(C(C)C)nc2s1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,9.7946,0.234451,-0.33664,-0.05088,-1.5401,-1.8818599999999999,-0.659168,0.635885,-4.0793,741.3292236328125,0.39429000000000003,0.48535,507.888,469.21764219858477,-0.025816000000000033
Ph8-ch-171_water.log,CSc1nc2cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]3CCNC3=O)ccc2o1,8.0201,0.163182,-0.33546,-0.03782,-0.683217,-2.1094760000000004,-0.653236,0.617036,-4.445966,696.77294921875,0.40735,0.48417,421.083,457.18118826391697,-0.029433000000000015
Ph8-ch-228_water.log,Cc1cc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)c(Cl)cc1OC(C)C,13.323,0.102971,-0.35658,-0.02412,-1.655894,-2.2925180000000003,-0.687651,0.625985,-4.346589,721.7100830078125,0.42105000000000004,0.50529,490.071,476.22195522301365,-0.03163700000000001
Ph8-en-616_water.log,CC(C)C[C@H](NC(=O)CCc1cncn1C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,3.9569,0.179028,-0.34778,0.0178,-0.953608,-1.894276,-0.688762,0.664099,-4.679087000000001,630.475830078125,0.46297,0.49649,478.348,402.2404107867702,-0.030142000000000002
Ph8-en-624_water.log,CC(C)C[C@H](NC(=O)NCc1ccnn1C)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O,7.6141,0.203116,-0.36035,0.00699,-0.5901269999999998,-1.914037,-0.658731,0.71378,-4.994705,604.3634643554688,0.45216,0.5090600000000001,467.0,403.2356669001929,-0.03209100000000001
Ph9-ch-472_water.log,CCCc1sc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)cc1Cl,8.2638,0.150613,-0.34484,-0.04306,-1.6985929999999998,-1.8151359999999999,-0.64443,0.643775,-3.5573729999999997,675.648193359375,0.40211,0.49355,438.013,452.1676674680533,-0.019883000000000012
Ph9-ch-567_water.log,CCCNc1ccnc(C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)C[C@@H]2CCNC2=O)n1,10.7455,0.211837,-0.34376,-0.02686,-0.3668029999999999,-1.78856,-0.659357,0.610626,-5.4530140000000005,718.7926025390625,0.41831,0.49247,481.285,429.25147670392454,-0.03175900000000001
